"draw_size";"p1_seed";"p1_name";"p1_ht";"p1_age";"p2_seed";"p2_name";"p2_ht";"p2_age";"best_of";"p1_rank";"p1_rank_points";"p2_rank";"p2_rank_points";"hard";"carpet";"clay";"grass";"p1_abs_wins_clay";"p1_abs_wins_hard";"p1_abs_wins_carpet";"p1_abs_wins_grass";"p2_abs_losses_clay";"p2_abs_losses_hard";"p2_abs_losses_carpet";"p2_abs_losses_grass";"p1_abs_losses_clay";"p1_abs_losses_hard";"p1_abs_losses_carpet";"p1_abs_losses_grass";"p2_abs_wins_clay";"p2_abs_wins_hard";"p2_abs_wins_carpet";"p2_abs_wins_grass";"Grand_Slam";"Masters1000";"Olympics";"Another_level";"p1_abs_wins_level1";"p1_abs_wins_level2";"p2_abs_losses_level1";"p2_abs_losses_level2";"p1_abs_losses_level1";"p1_abs_losses_level2";"p2_abs_wins_level1";"p2_abs_wins_level2";"tournament_year";"p1_h2h";"p2_h2h";"R64";"R32";"R16";"QF";"SF";"Final";"p1_hand_R";"p1_hand_L";"p2_hand_R";"p2_hand_L";"p1_ace_avg";"p2_ace_avg";"p1_df_avg";"p2_df_avg";"p1_svpt_avg";"p2_svpt_avg";"p1_1stIn_avg";"p2_1stIn_avg";"p1_1stWon_avg";"p2_1stWon_avg";"p1_2ndWon_avg";"p2_2ndWon_avg";"p1_SvGms_avg";"p2_SvGms_avg";"p1_bpSaved_avg";"p2_bpSaved_avg";"p1_bpFaced_avg";"p2_bpFaced_avg";"p1_home";"p2_home";"winner_last_name";"loser_last_name";"FirstAlphabetically";"target"
"84901";96;25;"Darren Cahill";185;25.4;7;"Emilio Sanchez";180;25.7;3;34;790;8;1484;1;0;0;0;31;59;17;19;78;38;29;5;0;45;0;0;0;64;0;0;0;1;0;0;46;80;43;107;36;0;82;0;1991;1;1;0;1;0;0;0;0;1;0;1;0;2.8;5.28571428571429;3.4;1.14285714285714;97.8;77.4285714285714;57.8;53.1428571428571;38.4;40.5714285714286;21.2;11.7142857142857;14.6;11.4285714285714;5.2;3.57142857142857;8.8;4.42857142857143;0;0;"Sanchez";"Cahill";"Cahill";0
"84902";96;3;"Andre Agassi";180;20.8;29;"Magnus Gustafsson";185;24.1;3;4;2069;39;745;1;0;0;0;0;106;0;0;0;23;0;0;15;32;16;1;29;30;26;2;0;1;0;0;69;0;16;0;30;34;24;63;1991;1;2;0;1;0;0;0;0;1;0;1;0;5;1.16666666666667;2.2;2.33333333333333;69.8;73.1666666666667;40.6;50.3333333333333;29.8;30;14.8;11;12;11.5;2;5;4.8;9.16666666666667;1;0;"Agassi";"Gustafsson";"Agassi";1
"84904";96;21;"Sergi Bruguera";188;20.1;12;"Jakob Hlasek";188;26.3;3;29;872;17;1151;1;0;0;0;0;9;0;0;0;56;0;0;28;12;4;2;72;85;86;17;0;1;0;0;20;0;53;0;16;30;72;188;1991;0;0;0;1;0;0;0;0;1;0;1;0;1.66666666666667;5.28571428571429;1;1.71428571428571;63.6666666666667;85.8571428571429;35;48.4285714285714;26.6666666666667;33.4285714285714;16.6666666666667;18.5714285714286;10.6666666666667;13;1.33333333333333;3.57142857142857;2.33333333333333;6.85714285714286;0;0;"Bruguera";"Hlasek";"Bruguera";1
"84913";96;2;"Boris Becker";190;23.2;32;"Patrick McEnroe";183;24.6;3;2;3407;45;688;1;0;0;0;66;122;133;66;5;22;12;1;0;26;0;0;0;19;0;0;0;1;0;0;178;209;5;35;39;0;9;0;1991;2;0;0;1;0;0;0;0;1;0;1;0;8;6.23076923076923;3;2.92307692307692;95;87.5384615384615;62;47.6923076923077;44;34.5384615384615;23;21.3846153846154;16;14;6;4.15384615384615;8;6.92307692307692;0;1;"McEnroe";"Becker";"Becker";0
"84914";96;1;"Stefan Edberg";188;25.1;15;"Michael Stich";193;22.3;3;1;3846;20;1079;1;0;0;0;0;223;0;0;0;17;0;0;28;49;41;16;6;39;8;8;0;1;0;0;212;0;14;0;53;81;18;43;1991;0;0;0;0;1;0;0;0;1;0;1;0;2.72222222222222;7.33333333333333;3.44444444444444;5.33333333333333;76.2222222222222;80.1666666666667;48;44.3333333333333;35.5555555555556;33.1666666666667;14.7777777777778;15.5;11.9444444444444;11.6666666666667;3.83333333333333;5.83333333333333;5.44444444444444;8.33333333333333;0;0;"Edberg";"Stich";"Edberg";1
"84915";96;10;"Michael Chang";175;19;7;"Emilio Sanchez";180;25.7;3;12;1345;8;1484;1;0;0;0;22;66;24;8;78;38;29;5;0;30;0;0;0;65;0;0;0;1;0;0;51;69;43;107;22;0;83;0;1991;0;0;0;0;1;0;0;0;1;0;1;0;1.75;4.75;2;1;54;74.5;32.25;51.5;19;39;9;11.75;8.5;11.125;3.5;3.25;7.5;4.125;1;0;"Sanchez";"Chang";"Chang";0
"84917";96;21;"Sergi Bruguera";188;20.1;28;"Cristiano Caratti";178;20.7;3;29;872;37;767;1;0;0;0;47;10;5;1;2;5;2;0;0;12;0;0;0;13;0;0;0;1;0;0;21;42;3;6;16;0;8;0;1991;0;0;0;0;1;0;0;0;1;0;1;0;3;3.61538461538462;1.4;3.84615384615385;75.4;105.846153846154;43.4;67.6923076923077;29.6;45.6153846153846;14.6;20.3846153846154;12;15.4615384615385;3.6;5.23076923076923;7.4;8.30769230769231;0;0;"Caratti";"Bruguera";"Bruguera";0
"84919";96;13;"Jim Courier";185;20.5;4;"Guy Forget";190;26.1;3;18;1137;5;1927;1;0;0;0;0;62;0;0;0;53;0;0;16;31;11;2;66;81;42;26;0;1;0;0;50;0;61;0;23;37;75;140;1991;1;0;0;0;1;0;0;0;1;0;0;1;6.6;7.33333333333333;2.06666666666667;2.33333333333333;76.6666666666667;108.666666666667;48.8666666666667;53;37;41.3333333333333;16.3333333333333;29;12.7333333333333;17.6666666666667;3;3.66666666666667;4.4;7.33333333333333;1;0;"Courier";"Forget";"Courier";1
"84921";96;32;"Patrick McEnroe";183;24.6;17;"Marc Rosset";201;20.3;3;45;688;22;1052;1;0;0;0;0;20;7;3;13;10;8;2;0;22;0;0;0;4;0;0;0;1;0;0;10;20;10;23;5;0;13;0;1991;0;0;0;0;1;0;0;0;1;0;1;0;1.6;8.8;1.8;3;78.2;56;49.6;29;28.2;24;14;16;11.8;9.6;6.2;0.4;11.2;1.2;1;0;"Rosset";"McEnroe";"McEnroe";0
"84922";96;1;"Stefan Edberg";188;25.1;7;"Emilio Sanchez";180;25.7;3;1;3846;8;1484;1;0;0;0;0;224;0;0;0;38;0;0;28;49;41;16;197;66;18;4;0;1;0;0;213;0;43;0;53;81;84;201;1991;4;1;0;0;0;1;0;0;1;0;1;0;2.57894736842105;2.4;3.73684210526316;1;77.0526315789474;68.6;48.9473684210526;45.6;36.0526315789474;28.2;14.6315789473684;10.2;12.0526315789474;11;4.05263157894737;5;5.68421052631579;9;0;0;"Edberg";"Sanchez";"Edberg";1
"84924";96;13;"Jim Courier";185;20.5;22;"Derrick Rostagno";185;25.3;3;18;1137;30;849;1;0;0;0;0;63;0;0;0;54;0;0;16;31;11;2;4;67;15;24;0;1;0;0;51;0;31;0;23;37;33;77;1991;0;2;0;0;0;1;0;0;1;0;1;0;6.75;3;1.9375;3.4;76.0625;80;48.25;49.2;36.6875;31;16.5625;12.8;12.625;12;3;4;4.3125;8.4;1;1;"Courier";"Rostagno";"Courier";1
"84925";96;24;"Richey Reneberg";180;25.4;17;"Marc Rosset";201;20.3;3;33;808;22;1052;1;0;0;0;0;53;0;0;0;10;0;0;16;38;21;8;30;5;12;2;0;1;0;0;31;0;10;0;27;56;14;35;1991;0;0;0;0;0;1;0;0;1;0;1;0;3.125;7.16666666666667;2.375;4.66666666666667;91.625;78.1666666666667;57.375;43.6666666666667;40;30.8333333333333;18.75;14.8333333333333;13.75;12.1666666666667;3;4.16666666666667;6;8;1;0;"Reneberg";"Rosset";"Reneberg";1
"84927";96;13;"Jim Courier";185;20.5;24;"Richey Reneberg";180;25.4;3;18;1137;33;808;1;0;0;0;0;64;0;0;0;38;0;0;16;31;11;2;13;54;22;11;0;1;0;0;52;0;27;0;23;37;32;68;1991;0;0;0;0;0;0;1;0;1;0;1;0;6.52941176470588;1;1.82352941176471;1.5;73.9411764705882;77.5;47.1764705882353;51.5;36;29;16;11.5;12.3529411764706;11;2.82352941176471;4.5;4.05882352941176;9.5;1;1;"Courier";"Reneberg";"Courier";1
"85004";32;8;"Sergi Bruguera";188;20.2;3;"Andrei Chesnokov";188;25.1;3;28;916;14;1343;0;0;1;0;50;0;0;0;28;0;0;0;28;13;4;2;90;69;20;5;0;0;0;1;0;45;0;63;17;30;60;124;1991;2;0;0;0;0;0;1;0;1;0;1;0;3.42857142857143;2.85714285714286;0.714285714285714;2.85714285714286;64.8571428571429;94.5714285714286;37.2857142857143;59.5714285714286;26.8571428571429;35.7142857142857;16.7142857142857;14;10.4285714285714;13.8571428571429;2.14285714285714;5.71428571428571;3.28571428571429;11.2857142857143;0;0;"Bruguera";"Chesnokov";"Bruguera";1
"85005";32;8;"Sergi Bruguera";188;20.2;7;"Karel Novacek";190;26;3;28;916;26;955;0;0;1;0;51;0;0;0;55;0;0;0;28;13;4;2;82;21;15;4;0;0;0;1;0;46;0;81;17;30;23;99;1991;2;0;0;0;0;0;0;1;1;0;1;0;3;4.375;0.75;2.375;68;82.625;38.5;50.125;27.625;34.125;17.625;15.75;10.875;12.75;2.375;4.125;3.75;7.375;0;0;"Bruguera";"Novacek";"Bruguera";1
"85061";32;6;"Jimmy Arias";175;26.6;4;"Derrick Rostagno";185;25.4;3;58;544;27;923;1;0;0;0;131;105;16;3;10;55;20;17;0;82;0;0;0;69;0;0;0;0;0;1;81;174;32;70;0;131;0;79;1991;1;1;0;0;0;1;0;0;1;0;1;0;2.16666666666667;6;3;2.69230769230769;82.5;73.7692307692308;56.5;45.9230769230769;33.5;34.9230769230769;12.6666666666667;12.7692307692308;13.1666666666667;11.3846153846154;4.66666666666667;3.38461538461538;10.1666666666667;5.38461538461539;1;1;"Rostagno";"Arias";"Arias";0
"85062";32;8;"David Pate";183;28.9;2;"Pete Sampras";185;19.6;3;79;434;6;1540;1;0;0;0;5;106;31;30;5;26;12;4;0;82;0;0;0;51;0;0;0;0;0;1;28;144;21;26;0;105;0;50;1991;2;1;0;0;0;1;0;0;1;0;1;0;5.33333333333333;7.28571428571429;5;1.85714285714286;110.666666666667;60;62.3333333333333;35.5714285714286;40;28.5714285714286;21;14.8571428571429;15.3333333333333;9.57142857142857;6.66666666666667;2.14285714285714;12;2.28571428571429;1;1;"Sampras";"Pate";"Pate";0
"85064";32;4;"Derrick Rostagno";185;25.4;2;"Pete Sampras";185;19.6;3;27;923;6;1540;1;0;0;0;0;70;0;0;0;26;0;0;10;55;20;17;2;52;24;8;0;0;0;1;0;80;0;26;32;70;35;51;1991;0;0;0;0;0;0;1;0;1;0;1;0;6;8;2.71428571428571;2;72.0714285714286;103;44.7142857142857;57;34.0714285714286;44;12.8571428571429;22;11.2142857142857;17;3.21428571428571;4.5;5.07142857142857;8;1;1;"Rostagno";"Sampras";"Rostagno";1
"85065";32;1;"Andre Agassi";180;20.9;4;"Derrick Rostagno";185;25.4;3;5;1713;27;923;1;0;0;0;0;111;0;0;0;55;0;0;15;33;16;1;4;71;15;24;0;0;0;1;0;119;0;70;31;34;33;81;1991;0;0;0;0;0;0;0;1;1;0;1;0;3.4;3;2.1;2.83333333333333;74.5;74.1666666666667;46.9;45.3333333333333;33.6;28.1666666666667;14.6;11.6666666666667;11.7;11.1666666666667;3.6;3.5;5.6;7.83333333333333;1;1;"Agassi";"Rostagno";"Agassi";1
"85119";56;9;"Andrei Cherkasov";180;20.7;7;"Emilio Sanchez";180;25.8;3;15;1221;14;1260;0;0;1;0;27;21;19;0;79;39;29;5;23;0;0;0;198;0;0;0;0;0;0;1;17;50;44;108;0;45;0;202;1991;2;3;0;0;1;0;0;0;1;0;1;0;1.77777777777778;5;2.66666666666667;0.9;97.7777777777778;77.1;57.2222222222222;51.9;36.2222222222222;38.6;22.2222222222222;13;14.4444444444444;11.7;7.77777777777778;3.1;11.8888888888889;4.3;0;1;"Sanchez";"Cherkasov";"Cherkasov";0
"85121";56;15;"Sergi Bruguera";188;20.2;8;"Andrei Chesnokov";188;25.1;3;21;1072;9;1399;0;0;1;0;55;0;0;0;29;0;0;0;28;13;4;2;92;69;20;5;0;0;0;1;0;50;0;64;17;30;60;126;1991;3;0;0;0;0;1;0;0;1;0;1;0;3.09090909090909;2.5;0.636363636363636;2.875;63.4545454545455;92.75;37.3636363636364;58.5;26.7272727272727;35.375;15.7272727272727;14.375;10.1818181818182;13.75;2.09090909090909;5.125;3.27272727272727;10.375;1;0;"Bruguera";"Chesnokov";"Bruguera";1
"85122";56;3;"Andre Agassi";180;20.9;11;"Guillermo Perez Roldan";178;21.4;3;5;1843;20;1099;0;0;1;0;57;112;23;0;69;9;3;0;15;0;0;0;166;0;0;0;0;0;0;1;70;122;18;63;0;34;0;143;1991;3;0;0;0;0;1;0;0;1;0;1;0;2.5;2.33333333333333;3.25;1.66666666666667;69.75;62;43.25;33;26.25;23.6666666666667;10.75;16.3333333333333;9.75;10.6666666666667;4.25;2.33333333333333;8;4.33333333333333;0;0;"Roldan";"Agassi";"Agassi";0
"85124";56;16;"Omar Camporese";188;22.9;7;"Emilio Sanchez";180;25.8;3;31;867;14;1260;0;0;1;0;44;10;12;1;79;39;29;5;32;0;0;0;199;0;0;0;0;0;0;1;12;55;44;108;0;45;0;203;1991;0;1;0;0;0;1;0;0;1;0;1;0;9.42857142857143;5.63636363636364;4.57142857142857;1;106;79.0909090909091;49.4285714285714;52.7272727272727;36.5714285714286;38.8181818181818;27;13.9090909090909;15.1428571428571;12.1818181818182;7.42857142857143;3.18181818181818;11.1428571428571;4.63636363636364;0;1;"Sanchez";"Camporese";"Camporese";0
"85127";56;15;"Sergi Bruguera";188;20.2;7;"Emilio Sanchez";180;25.8;5;21;1072;14;1260;0;0;1;0;57;10;5;1;79;39;29;5;28;0;0;0;201;0;0;0;0;0;0;1;21;52;44;108;0;30;0;205;1991;0;3;0;0;0;0;0;1;1;0;1;0;2.83333333333333;5.23076923076923;1.5;0.923076923076923;83;79.6923076923077;48.5;54.0769230769231;32;39.3846153846154;16;14.0769230769231;12.6666666666667;12.3846153846154;4;3.15384615384615;8.16666666666667;4.53846153846154;1;1;"Sanchez";"Bruguera";"Bruguera";0
"85169";56;10;"Anders Jarryd";180;29.7;7;"Michael Stich";193;22.4;3;40;721;19;1114;1;0;0;0;86;105;110;24;11;19;11;4;0;52;0;0;0;40;0;0;0;0;0;1;104;221;15;30;0;111;0;46;1991;2;0;0;0;1;0;0;0;1;0;1;0;2.6;6.04347826086957;3.4;2.60869565217391;76;67.4347826086957;35.2;38.8695652173913;22.6;30.695652173913;18;17.2608695652174;11.8;11.3478260869565;5.2;2.30434782608696;10.4;3.26086956521739;0;0;"Stich";"Jarryd";"Jarryd";0
"85170";56;14;"Pat Cash";183;25.8;3;"Brad Gilbert";185;29.6;3;52;575;13;1352;1;0;0;0;0;68;0;0;0;89;0;0;25;39;25;29;38;241;107;18;0;0;0;1;0;143;0;142;41;77;74;330;1991;4;3;0;0;1;0;0;0;1;0;1;0;5.28571428571429;5.6;3.28571428571429;4.6;83.2857142857143;97;53.7142857142857;51;39.4285714285714;36.6;15.7142857142857;20.4;12.8571428571429;14.4;4.28571428571429;6.2;6;10.6;0;0;"Cash";"Gilbert";"Cash";1
"85176";56;1;"Stefan Edberg";188;25.2;7;"Michael Stich";193;22.4;3;1;3786;19;1114;1;0;0;0;0;227;0;0;0;19;0;0;28;50;41;16;6;41;10;8;0;0;0;1;0;255;0;30;54;81;18;47;1991;1;0;0;0;0;1;0;0;1;0;1;0;2.63636363636364;6.25;3.68181818181818;4.5;78.5454545454545;80;49.3181818181818;46;36.2727272727273;33.125;14.9545454545455;15.5;12;11.875;4.59090909090909;5.25;6.36363636363636;7.875;0;0;"Edberg";"Stich";"Edberg";1
"85177";56;14;"Pat Cash";183;25.8;5;"Michael Chang";175;19.1;3;52;575;12;1364;1;0;0;0;19;69;41;91;10;32;13;5;0;39;0;0;0;70;0;0;0;0;0;1;76;144;23;37;0;77;0;73;1991;1;0;0;0;0;1;0;0;1;0;1;0;4.25;0.642857142857143;2;1.57142857142857;81.25;74.2142857142857;56.5;47;34.5;31.2142857142857;11;15.0714285714286;12;11.3571428571429;6.25;4.21428571428571;10.5;6.5;0;0;"Chang";"Cash";"Cash";0
"85178";56;4;"Jim Courier";185;20.6;6;"John McEnroe";180;32.1;3;8;1407;17;1212;1;0;0;0;0;68;0;0;0;50;0;0;16;33;11;2;120;257;339;108;0;0;0;1;0;57;0;102;23;39;233;591;1991;0;1;0;0;0;1;0;0;1;0;0;1;6;3;1.85714285714286;3.66666666666667;73.7619047619048;90;46.6666666666667;47.6666666666667;35.5714285714286;34.3333333333333;15.8571428571429;22.6666666666667;12.2857142857143;13.3333333333333;2.76190476190476;6;4.04761904761905;8.33333333333333;0;0;"Courier";"McEnroe";"Courier";1
"85179";56;8;"Jakob Hlasek";188;26.4;2;"Ivan Lendl";188;31;3;22;1062;3;2509;1;0;0;0;72;87;86;17;56;43;39;21;0;58;0;0;0;311;0;0;0;0;0;1;72;190;60;99;0;119;0;578;1991;1;8;0;0;0;1;0;0;1;0;1;0;5.22222222222222;7.17391304347826;1.77777777777778;2.43478260869565;78.2222222222222;76.8695652173913;44.4444444444444;42.8260869565217;30.8888888888889;34.3913043478261;16.3333333333333;19.4782608695652;12.1111111111111;12.8260869565217;3;2.65217391304348;6.33333333333333;3.91304347826087;0;0;"Lendl";"Hlasek";"Hlasek";0
"85180";56;1;"Stefan Edberg";188;25.2;5;"Michael Chang";175;19.1;3;1;3786;12;1364;1;0;0;0;0;228;0;0;0;32;0;0;28;50;41;16;22;71;24;8;0;0;0;1;0;256;0;37;54;81;51;74;1991;6;3;0;0;0;0;1;0;1;0;1;0;2.56521739130435;1.83333333333333;3.60869565217391;2.16666666666667;77.9130434782609;73.5;49.2608695652174;42.5;36.3913043478261;25.5;14.8260869565217;15.6666666666667;11.9565217391304;10.8333333333333;4.43478260869565;5.5;6.1304347826087;9.5;0;0;"Edberg";"Chang";"Edberg";1
"85181";56;4;"Jim Courier";185;20.6;2;"Ivan Lendl";188;31;3;8;1407;3;2509;1;0;0;0;28;69;13;2;56;43;39;21;0;33;0;0;0;312;0;0;0;0;0;1;54;58;60;99;0;39;0;579;1991;0;2;0;0;0;0;1;0;1;0;1;0;3.25;7.25;2.5;2.375;82.25;75.875;51;42.0833333333333;33.25;33.875;15.25;19.375;12.75;12.6666666666667;3.75;2.54166666666667;7.5;3.75;0;0;"Lendl";"Courier";"Courier";0
"85182";56;1;"Stefan Edberg";188;25.2;2;"Ivan Lendl";188;31;5;1;3786;3;2509;1;0;0;0;0;229;0;0;0;43;0;0;28;50;41;16;295;313;235;75;0;0;0;1;0;257;0;99;54;81;338;580;1991;9;11;0;0;0;0;0;1;1;0;1;0;2.5;10.3333333333333;3.5;2.66666666666667;77.125;109;48.75;63;36;45.6666666666667;14.7916666666667;24;11.875;16.6666666666667;4.375;5.33333333333333;6.04166666666667;8.33333333333333;0;0;"Edberg";"Lendl";"Edberg";1
"85290";56;10;"Andrei Cherkasov";180;20.7;8;"Andrei Chesnokov";188;25.2;3;19;1136;12;1320;0;0;1;0;29;21;19;0;31;37;23;8;25;0;0;0;94;0;0;0;0;1;0;0;19;50;33;66;16;0;61;0;1991;1;1;0;0;1;0;0;0;1;0;1;0;1.72727272727273;1.92857142857143;2.45454545454545;1.78571428571429;100.545454545455;70.2857142857143;58.8181818181818;46.7857142857143;37.1818181818182;30.1428571428571;22.3636363636364;12.2857142857143;14.6363636363636;11;7.90909090909091;3.07142857142857;12.0909090909091;5.92857142857143;0;0;"Chesnokov";"Cherkasov";"Cherkasov";0
"85291";56;2;"Boris Becker";190;23.4;16;"Alexander Volkov";188;24.1;3;2;3440;26;1010;0;0;1;0;68;0;0;0;14;0;0;0;29;27;26;9;12;21;36;13;0;1;0;0;179;0;28;0;40;51;28;54;1991;4;0;0;0;1;0;0;0;1;0;0;1;8.69230769230769;4.22222222222222;2.38461538461538;2.77777777777778;95.3846153846154;74.4444444444444;62.0769230769231;42.5555555555556;45.9230769230769;27.8888888888889;18.2307692307692;12.8888888888889;15.6153846153846;11.4444444444444;3.84615384615385;4.66666666666667;6.38461538461539;9.33333333333333;0;0;"Becker";"Volkov";"Becker";1
"85295";56;2;"Boris Becker";190;23.4;8;"Andrei Chesnokov";188;25.2;3;2;3440;12;1320;0;0;1;0;69;0;0;0;31;0;0;0;29;27;26;9;95;69;20;5;0;1;0;0;180;0;33;0;40;51;62;127;1991;1;0;0;0;0;1;0;0;1;0;1;0;8.28571428571429;2.2;2.28571428571429;2.7;93.2857142857143;85.9;61.2857142857143;55.3;45.1428571428571;32.4;17.5714285714286;13.2;15.2857142857143;13;3.78571428571429;4.7;6.21428571428571;10;0;0;"Becker";"Chesnokov";"Becker";1
"85298";56;2;"Boris Becker";190;23.4;9;"Sergi Bruguera";188;20.2;5;2;3440;15;1231;0;0;1;0;71;122;135;66;29;13;4;2;29;0;0;0;62;0;0;0;0;1;0;0;182;212;17;31;40;0;26;0;1991;0;1;0;0;0;0;0;1;1;0;1;0;6;2.66666666666667;2.5;0.722222222222222;70;68.1111111111111;47.5;42.3333333333333;32;28.5;13;14.9444444444444;12;10.4444444444444;4;3.66666666666667;7;5.44444444444444;0;0;"Bruguera";"Becker";"Becker";0
"85352";32;6;"Franco Davin";173;21.2;4;"Karel Novacek";190;26;3;51;597;20;1089;0;0;1;0;88;2;0;0;59;27;26;6;67;0;0;0;88;0;0;0;0;0;0;1;9;81;34;84;0;62;0;105;1991;1;1;0;0;0;1;0;0;0;1;1;0;0.5;4.76190476190476;3.5;1.80952380952381;77;67.9047619047619;51;38.1904761904762;33;29.3333333333333;10;16.2380952380952;12.5;11.047619047619;4;2.95238095238095;8.5;4.33333333333333;0;0;"Novacek";"Davin";"Davin";0
"85355";32;7;"Jordi Arrese";175;26.6;4;"Karel Novacek";190;26;3;60;534;20;1089;0;0;1;0;99;0;0;0;59;0;0;0;83;7;5;0;89;21;15;4;0;0;0;1;0;86;0;84;18;77;23;106;1991;0;2;0;0;0;0;1;0;1;0;1;0;0.5;3.41666666666667;2;2.41666666666667;80.8333333333333;82.0833333333333;61.6666666666667;47.5;37.6666666666667;31.8333333333333;10.5;16.75;12.5;12.25;5.33333333333333;4.33333333333333;8.66666666666667;7.83333333333333;1;0;"Arrese";"Novacek";"Arrese";1
"85357";32;7;"Jordi Arrese";175;26.6;5;"Marcelo Filippini";178;23.7;3;60;534;47;654;0;0;1;0;100;0;0;0;48;0;0;0;83;7;5;0;77;14;2;0;0;0;0;1;0;87;0;59;18;77;7;86;1991;1;0;0;0;0;0;0;1;1;0;1;0;0.428571428571429;1.42857142857143;2;1.28571428571429;76.7142857142857;62.2857142857143;58.5714285714286;38.5714285714286;36.7142857142857;23.1428571428571;10;10.1428571428571;12;9.71428571428571;5;4.42857142857143;7.85714285714286;8.71428571428571;1;0;"Arrese";"Filippini";"Arrese";1
"85385";32;2;"Goran Ivanisevic";193;19.6;7;"Guillermo Perez Roldan";178;21.5;3;7;1534;24;1021;0;0;1;0;45;26;16;6;72;9;3;0;22;0;0;0;171;0;0;0;0;0;0;1;30;63;19;65;0;36;0;147;1991;2;0;0;0;0;1;0;0;0;1;1;0;6.57142857142857;2;3.14285714285714;1.625;74.1428571428571;63.25;39.2857142857143;39.625;27.7142857142857;28.25;14.8571428571429;12.375;11.2857142857143;10.125;5.14285714285714;2.5;8.71428571428571;4.375;0;0;"Roldan";"Ivanisevic";"Ivanisevic";0
"85410";32;1;"Richey Reneberg";180;25.5;7;"Malivai Washington";180;21.8;3;27;963;91;392;0;0;1;0;15;0;0;0;2;0;0;0;16;39;21;8;5;16;5;1;0;0;0;1;0;70;0;24;28;56;3;24;1991;0;1;0;0;0;1;0;0;1;0;1;0;3.09090909090909;5.57142857142857;2.54545454545455;3.42857142857143;86.4545454545455;93.7142857142857;54;57.4285714285714;38;38.7142857142857;17.9090909090909;19.2857142857143;13.1818181818182;14.5714285714286;3.18181818181818;3.14285714285714;5.90909090909091;6.71428571428571;1;1;"Reneberg";"Washington";"Reneberg";1
"85416";32;4;"Petr Korda";190;23.2;1;"Richey Reneberg";180;25.5;3;86;434;27;963;0;0;1;0;20;8;27;2;16;39;21;8;21;0;0;0;17;0;0;0;0;0;0;1;11;46;28;56;0;40;0;72;1991;0;1;0;0;0;0;0;1;0;1;1;0;3.28571428571429;3.15384615384615;4.42857142857143;2.23076923076923;86.4285714285714;81.2307692307692;50;50.0769230769231;32.7142857142857;35.3076923076923;17;17.3846153846154;13.2857142857143;12.4615384615385;4.71428571428571;3.46153846153846;9.42857142857143;5.92307692307692;0;1;"Reneberg";"Korda";"Korda";0
"85509";32;1;"Michael Chang";175;19.2;7;"Jaime Yzaga";170;23.5;3;10;1426;76;481;0;0;1;0;24;71;24;8;41;57;11;4;10;0;0;0;43;0;0;0;0;0;0;1;51;76;32;81;0;38;0;94;1991;1;1;0;0;0;1;0;0;1;0;1;0;2;1.23076923076923;2;1.53846153846154;71.7142857142857;84.1538461538462;41;58.9230769230769;25.1428571428571;40.0769230769231;15.1428571428571;13.1538461538462;10.7142857142857;12.4615384615385;5.85714285714286;4.53846153846154;9.85714285714286;6.69230769230769;1;0;"Yzaga";"Chang";"Chang";0
"85511";32;5;"Jimmy Arias";175;26.7;4;"Richey Reneberg";180;25.5;3;58;549;20;1065;0;0;1;0;135;0;0;0;16;0;0;0;83;83;26;3;20;54;22;11;0;0;0;1;0;178;0;56;61;134;32;75;1991;0;1;0;0;0;1;0;0;1;0;1;0;2.15384615384615;2.33333333333333;3.23076923076923;2;82.4615384615385;69.6666666666667;59.4615384615385;44.3333333333333;39.3846153846154;26;11.5384615384615;11;12.2307692307692;10.6666666666667;5.07692307692308;3.66666666666667;7.84615384615385;8.33333333333333;1;1;"Arias";"Reneberg";"Arias";1
"85514";32;5;"Jimmy Arias";175;26.7;7;"Jaime Yzaga";170;23.5;3;58;549;76;481;0;0;1;0;137;105;16;3;41;57;11;4;83;0;0;0;45;0;0;0;0;0;0;1;81;180;32;81;0;134;0;96;1991;3;3;0;0;0;0;0;1;1;0;1;0;1.8;1.2;3.6;1.33333333333333;82.5;82.2;56.1;56.4;32.7;37.9333333333333;12.1;14;12.2;12.1333333333333;5;4.93333333333333;10.3;7.06666666666667;1;0;"Yzaga";"Arias";"Arias";0
"85557";56;13;"Karel Novacek";190;26;3;"Pete Sampras";185;19.7;3;26;983;6;1585;0;0;1;0;91;0;0;0;5;0;0;0;60;27;26;6;3;52;24;8;0;1;0;0;25;0;21;0;34;85;36;51;1991;0;0;0;0;1;0;0;0;1;0;1;0;4.91666666666667;7.33333333333333;1.70833333333333;3;68.9166666666667;94.6666666666667;38.7083333333333;51;29.625;38.3333333333333;16.5;21;11.0416666666667;15;3.125;4.33333333333333;4.5;7.66666666666667;0;0;"Novacek";"Sampras";"Novacek";1
"85560";56;4;"Goran Ivanisevic";193;19.6;14;"Alexander Volkov";188;24.1;3;7;1534;24;1027;0;0;1;0;46;0;0;0;16;0;0;0;23;20;14;3;14;21;36;13;0;1;0;0;31;0;29;0;23;37;30;54;1991;2;1;0;0;1;0;0;0;0;1;0;1;8.375;3.45454545454545;1.625;2.27272727272727;76.25;74.7272727272727;41.875;43.4545454545455;32.125;28.2727272727273;18.5;12.4545454545455;12.25;11.6363636363636;4.125;4.72727272727273;5.875;9.54545454545454;0;0;"Ivanisevic";"Volkov";"Ivanisevic";1
